_id,Inspection ID,Facility ID,Facility Name,Facility Address,Facility Address 2,Facility Municipality Name,Facility City,Facility County,Facility State,Facility Postal Code,Facility Latitude,Facility Longitude,Venue Type,Inspection Date,Inspection End,Inspection Purpose,Inspection Passed,Inspection Number,Inspector Name,"Free Chlorine, Shallow","Free Chlorine, Deep","Combined Chlorine, Shallow","Combined Chlorine, Deep","Free Bromine, Shallow","Free Bromine, Deep","pH Value, Shallow","pH Value, Deep",Cyanuric Acid,Turnover,Enclosure,Main Drain Visible,Safety Equipment,Disinfectant Level,pH Balance,No Imminent Health Hazards,Abated Date
127046,198052,2512,HOSANNA HOUSE POOL,807 WALLACE AVENUE,,Wilkinsburg,PITTSBURGH,Allegheny County,PA,15221,40.44371621,-79.88056849,POOLS (INDOOR),2022-02-02T09:30:00,2022-02-11T10:00:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3,,0,,,,7.6,,,160,t,t,t,t,t,t,2/2/2022
127051,196226,2035,YMCA / ALLEGHENY POOL,600 W NORTH AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.45456719,-80.01283356,POOLS (INDOOR),2021-10-28T13:45:00,2021-10-29T14:35:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,3,2.6,0.4,0.4,,,7.6,7.6,,130,t,t,t,t,t,t,11/8/2021
127052,196340,4401,HOLIDAY INN EXPRESS & SUITES / NORTH SHORE POOL,228 FEDERAL  STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.4487848,-80.00420813,POOLS (INDOOR),2021-11-03T13:45:00,2021-11-04T14:35:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,,,,,7.65,,7.4,,,65,t,t,t,t,t,t,11/8/2021
127053,196507,915,SARAH HEINZ HOUSE POOL,1 HEINZ STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.45495568,-79.99279847,POOLS (INDOOR),2021-11-05T13:30:00,2021-11-10T14:20:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,3.8,4.2,0.2,0.2,,,7.4,7.4,,330,t,t,t,t,t,t,11/15/2021
127055,196560,2493,CMU / AQUATIC CENTER LAP POOL,5000 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,,,POOLS (SCHOOLS),2021-11-10T02:15:00,2021-11-12T02:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3.5,,0,,,,7.4,,,600,t,t,t,t,t,t,11/15/2021
127056,196701,4943,EMBASSY SUITES POOL,535 SMITHFIELD STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.44140245,-79.9980334,POOLS (INDOOR),2021-11-17T10:30:00,2021-11-19T11:00:00,INITIAL INSPECTION,t,1,MURPHY COLLEEN,3,,0,,,,7.2,,,35,t,t,f,t,t,t,1/20/2022
127057,196709,1410,WYNDHAM GRAND PITTSBURGH - SPA,600 COMMONWEALTH PLACE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.44174089,-80.00640882,SPA/HOT TUB (INDOOR),2021-11-17T01:30:00,2021-11-19T02:00:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,6,,7.2,,,35,t,t,t,t,t,t,11/19/2021
127059,196771,5142,COMFORT INN & SUITES PITTSBURGH-POOL,1100 BANKSVILLE ROAD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15216,40.4199184,-80.03027139,POOLS (INDOOR),2021-11-22T10:10:00,2021-11-23T10:20:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,3.5,,0.2,,,,,,,,t,t,t,t,t,t,11/24/2021
127060,197021,748,COMFORT INN PITTSBURGH EAST POOL,699 RODI ROAD,,Wilkins Township,PITTSBURGH,Allegheny County,PA,15235,40.44329575,-79.82655393,POOLS (INDOOR),2021-12-01T14:00:00,2021-12-06T14:35:00,INITIAL INSPECTION,t,1,ANDERSON IAN,4,4.4,0.4,0.4,,,7.2,7.2,,145,t,t,t,t,t,t,12/13/2021
127064,198267,994,CLUB PITTSBURGH SPA,1139 PENN AVENUE,4th Floor,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.44563954,-79.99284405,SPA/HOT TUB (INDOOR),2022-02-15T11:00:00,2022-02-28T11:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,10,,7.2,,,50,t,t,t,t,t,t,2/28/2022
127065,198338,2203,NORTHGATE JR / SR HIGH SCHOOL - POOL,589 UNION AVENUE,,Bellevue,PITTSBURGH,Allegheny County,PA,15202,40.50646749,-80.05699088,POOLS (SCHOOLS),2022-03-03T12:00:00,2022-03-04T13:00:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,2,2,0,0,,,7.4,7.4,,700,t,t,t,t,t,t,3/4/2022
127066,198415,2141,OLYMPIC SWIM CLUB POOL,517 TWIN OAK DRIVE,,Penn Hills,PITTSBURGH,Allegheny County,PA,15235,40.47898714,-79.7904494,POOLS (INDOOR),2022-03-08T11:16:00,2022-03-08T11:50:00,INITIAL INSPECTION,t,1,WILSON ANGELA,1.6,1.4,0.4,0.4,,,7.6,7.6,,375,t,t,f,t,t,t,4/26/2022
127067,198438,1333,BARRACK OBAMA ACADEMY 6-12 POOL,515 N HIGHLAND AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,40.4670706,-79.92259876,POOLS (SCHOOLS),2022-03-09T12:00:00,2022-03-10T14:30:00,INITIAL INSPECTION,f,1,FREEMAN MICHELE,1.6,1.6,0.2,0.2,,,7.6,7.6,,430,t,t,t,t,t,t,3/9/2022
127069,198625,1298,YMCA THELMA LOVETTE INDOOR POOL,2114 CENTRE AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.44454421,-79.97785943,POOLS (INDOOR),2022-03-22T11:00:00,2022-03-23T12:30:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,9.6,9.6,0,0,0,0,7.6,7.6,0,250,t,t,f,t,t,t,6/16/2022
127071,198721,9097,COMFORT INN & SUITES NORTH SHORE - POOL,820 E OHIO STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15212,40.45450327,-79.99626917,POOLS (INDOOR),2022-03-29T15:00:00,2022-03-30T14:00:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,0.4,,,,,,,,t,t,f,t,t,t,5/3/2022
127077,197154,1995,PGH COLFAX K - 8 POOL,2332 BEECHWOOD BOULEVARD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.43306483,-79.91536574,POOLS (SCHOOLS),2021-12-10T09:30:00,2021-12-10T10:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2.4,,0,,,,7.6,,,110,t,t,t,t,t,t,12/10/2021
127078,197155,1999,PGH  ALLDERDICE HS - POOL,2409 SHADY AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.42942382,-79.91937331,POOLS (SCHOOLS),2021-12-10T10:30:00,2021-12-10T11:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3.5,,0,,,,7.6,,,520,t,t,t,t,t,t,12/10/2021
127079,197204,10018,DOUBLETREE BY HILTON GREEN TREE IN/OUT DOOR POOL,500 MANSFIELD AVENUE,,Green Tree,Pittsburgh,Allegheny County,PA,15205,40.41845909,-80.05961806,POOLS (INDOOR),2021-12-13T09:00:00,2021-12-14T09:14:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,1.6,,,,,,,80,t,t,f,t,t,t,1/4/2022
127080,197210,2042,PGH PERRY HIGH SCHOOL  POOL,3875 PERRYSVILLE AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15214,40.48916814,-80.01903641,POOLS (INDOOR),2021-12-14T09:35:00,2021-12-14T10:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.8,1.8,0,0,,,7.4,7.4,,600,t,t,t,t,t,t,12/15/2021
127081,197222,2057,WOODLAND HILLS HIGH POOL,2550 GREENSBURG PIKE,,Churchill,PITTSBURGH,Allegheny County,PA,15221,40.43635351,-79.85631199,POOLS (SCHOOLS),2021-12-13T08:45:00,2021-12-14T09:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3.5,,0,,,,7.4,,,400,t,t,t,t,t,t,12/15/2021
127082,197271,994,CLUB PITTSBURGH SPA,1139 PENN AVENUE,4th Floor,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.44563954,-79.99284405,SPA/HOT TUB (INDOOR),2021-12-16T15:00:00,2021-12-16T15:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,15,,7.2,,,45,t,t,t,t,t,t,12/17/2021
127085,198790,2141,OLYMPIC SWIM CLUB POOL,517 TWIN OAK DRIVE,,Penn Hills,PITTSBURGH,Allegheny County,PA,15235,40.47898714,-79.7904494,POOLS (INDOOR),2022-04-01T15:00:00,2022-04-04T15:20:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,4/26/2022
127087,199042,10577,THE DISTRICT - POOL,1759 Waterfront PLACE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15222,40.45159947,-79.98735184,POOLS (OUTDOOR),2022-04-18T14:01:00,2022-04-20T15:30:00,INITIAL INSPECTION,t,1,ROBINSON LAWRENCE,3.5,,0,,,,8,,,91,t,t,f,t,t,t,7/26/2022
127089,199082,679,KINGSLEY COMMUNITY CENTER POOL,6435 FRANKSTOWN  AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,40.46146029,-79.91539965,POOLS (INDOOR),2022-04-21T10:51:00,2022-04-21T11:30:00,INITIAL INSPECTION,t,1,WILSON ANGELA,1.6,1,0.6,0.2,,,7.8,7.4,,,t,t,f,t,t,t,5/19/2022
127090,199130,2002,JEWISH COMMUNITY CENTER LAP POOL,5738 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.43766873,-79.92390396,POOLS (INDOOR),2022-04-25T12:45:00,2022-04-26T13:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2.6,,0,,,,7.4,,,300,t,t,t,t,t,t,4/26/2022
127091,199159,9097,COMFORT INN & SUITES NORTH SHORE - POOL,820 E OHIO STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15212,40.45450327,-79.99626917,POOLS (INDOOR),2022-04-27T15:30:00,2022-04-28T16:00:00,FOLLOW UP INSPECTION,t,3,NOBBS SCOTT,,,0.6,,,,,,,,t,t,f,t,t,t,5/3/2022
127092,199292,1970,TREES HALL POOL,1970 ALLEQUIPPA STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15260,,,POOLS (SCHOOLS),2022-04-25T12:00:00,2022-05-05T14:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,9.8,9.8,1,1,0,0,7.6,7.6,<50,,t,t,f,t,t,t,7/7/2022
127095,199510,2305,CLUB JULIAN POOL,101 CORBETT COURT,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.54776197,-80.0195882,POOLS (INDOOR),2022-05-13T15:00:00,2022-05-19T15:15:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,1.6,1.4,,,,,,,t,t,t,t,t,t,6/29/2022
127096,199515,1494,BAKERY LIVING 2.0 POOL,6480 LIVING PLACE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,40.45615667,-79.91692854,POOLS (INDOOR),2022-05-19T14:10:00,2022-05-20T15:15:00,INITIAL INSPECTION,f,1,ANDERSON IAN,,,,,8,,7.4,,,70,t,t,t,t,t,t,5/24/2022
127097,199580,7735,COMFORT INN SUITES - POOL,180 GAMMA  DRIVE,,O'Hara Township,Pittsburgh,Allegheny County,PA,15238,40.50184687,-79.86039245,POOLS (INDOOR),2022-05-24T10:00:00,2022-05-24T11:00:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,5.2,5.4,0.2,0.2,0,0,7.8,7.8,0,70,t,t,f,t,t,t,
127099,199627,2283,FOX CHAPEL MEWS #1 POOL,300 FOX CHAPEL ROAD,,O'Hara Township,PITTSBURGH,Allegheny County,PA,15238,40.49247313,-79.87978979,POOL (CONDO INDOOR),2022-05-26T09:00:00,2022-05-27T10:00:00,INITIAL INSPECTION,f,1,FREEMAN MICHELE,1.4,1.4,0.2,0.2,0,0,7.2,7.2,,50,t,t,t,t,t,t,
127104,199748,2212,ETNA POOL, PINE STREET,,Etna,PITTSBURGH,Allegheny County,PA,15223,,,POOLS (OUTDOOR),2022-06-06T11:00:00,2022-06-07T12:30:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,1.8,1.6,0.2,0.2,0,0,7.2,7.2,<50,450,t,t,f,t,t,t,8/18/2022
127106,199882,8796,GLASSHOUSE OF PITTSBURGH POOL ,160 E STATION SQUARE  DRIVE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.43236118,-80.00198027,POOLS (OUTDOOR),2022-06-13T13:45:00,2022-06-14T14:30:00,INITIAL INSPECTION,t,1,CONLEY FAON,8.8,8.6,0,0,,,8,8,,,t,f,t,t,f,f,6/20/2022
127108,199950,8796,GLASSHOUSE OF PITTSBURGH POOL ,160 E STATION SQUARE  DRIVE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.43236118,-80.00198027,POOLS (OUTDOOR),2022-06-15T11:00:00,2022-06-16T12:45:00,FOLLOW UP INSPECTION,t,2,CONLEY FAON,4.6,4.6,0,0,,,7.4,7.4,,90,t,t,t,t,t,t,6/20/2022
127109,196793,1298,YMCA THELMA LOVETTE INDOOR POOL,2114 CENTRE AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.44454421,-79.97785943,POOLS (INDOOR),2021-11-16T14:00:00,2021-11-24T15:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,2,2,0.2,0.2,0,0,7.6,7.6,0,250,t,t,f,t,t,t,11/30/2021
127110,196865,1996,IMPERIAL HOUSE CONDO POOL,5600 MUNHALL ROAD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.43356647,-79.92644132,POOL (CONDO INDOOR),2021-11-29T09:30:00,2021-11-29T10:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,5,,0.2,,,,7.4,,,70,t,t,t,t,t,t,11/30/2021
127112,196970,1077,BRENTMOOR AT PENN CENTER POOL,1100 PENN CENTER BOULEVARD,,Wilkins Township,PITTSBURGH,Allegheny County,PA,15235,40.4248348,-79.81347266,POOLS (INDOOR),2021-11-30T14:15:00,2021-12-03T15:30:00,INITIAL INSPECTION,t,1,ANDERSON IAN,1.2,,0,,,,7.8,,,,t,t,t,t,t,t,12/9/2021
127114,197208,10019,DOUBLETREE BY HILTON GREEN TREE SPA,500 MANSFIELD AVENUE,,Green Tree,Pittsburgh,Allegheny County,PA,15205,40.41845909,-80.05961806,SPA/HOT TUB (INDOOR),2021-12-13T09:15:00,2021-12-14T09:29:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,2,,,,,,,,t,t,f,t,t,t,1/4/2022
127115,197269,4646,HOMEWOOD SUITES POOL,1410 SMALLMAN STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.44813044,-79.98975901,POOLS (INDOOR),2021-12-16T14:30:00,2021-12-16T15:00:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3,,0,,,,7.2,,,60,t,t,t,t,t,t,12/17/2021
127118,197715,1944,RIVERS CLUB MEN'S SPA,301 GRANT STREET, #411,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.43800708,-79.99861019,SPA/HOT TUB (INDOOR),2022-01-19T13:45:00,2022-01-19T14:00:00,FOLLOW UP INSPECTION,t,2,MURPHY COLLEEN,,,,,,,,,,,t,t,f,t,t,t,1/19/2022
127121,198591,1111,UNIVERSITY PREP AT MILLIONES POOL,3117 CENTRE AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.44980864,-79.96243461,POOLS (SCHOOLS),2022-03-17T13:00:00,2022-03-21T15:00:00,INITIAL INSPECTION,f,1,FREEMAN MICHELE,3.6,3.6,0,0,0,0,7.4,7.4,,190,t,t,t,t,t,t,3/24/2022
127122,198613,1013,FAIRFIELD INN NEVILLE POOL,5850 GRAND AVENUE,,Neville Township,PITTSBURGH,Allegheny County,PA,15225,40.5137302,-80.13321022,POOLS (INDOOR),2022-03-21T15:21:00,,FOLLOW UP INSPECTION,t,2,LAURIA D. ANTHONY,2.2,2.2,0,0,,,7.2,7.2,,100,t,t,f,t,t,t,3/23/2022
127126,199043,1414,HYATT PLACE POOL,260 N SHORE DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.44665593,-80.00914723,POOLS (INDOOR),2022-04-18T14:45:00,2022-04-20T16:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,,,,,13.95,,7.4,,,50,t,t,f,t,t,t,8/18/2022
127127,199264,2134,JOHN H LINTON MIDDLE SCHOOL POOL,250 ASTER STREET,,Penn Hills,PITTSBURGH,Allegheny County,PA,15235,40.48164712,-79.81262325,POOLS (SCHOOLS),2022-05-04T09:11:00,2022-05-04T09:15:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,5/4/2022
127128,199511,2307,CLUB JULIAN SPA,101 CORBETT COURT,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.54776197,-80.0195882,SPA/HOT TUB (INDOOR),2022-05-13T15:15:00,2022-05-19T15:30:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,0.4,,,,,,,,t,t,t,t,t,t,5/26/2022
127129,199516,1414,HYATT PLACE POOL,260 N SHORE DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.44665593,-80.00914723,POOLS (INDOOR),2022-05-19T15:00:00,2022-05-20T15:45:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,18,,,,,,t,t,f,t,t,t,8/18/2022
127131,198053,2512,HOSANNA HOUSE POOL,807 WALLACE AVENUE,,Wilkinsburg,PITTSBURGH,Allegheny County,PA,15221,40.44371621,-79.88056849,POOLS (INDOOR),2022-02-02T09:30:00,2022-02-11T10:00:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3,,0,,,,7.6,,,75,t,t,t,t,t,t,2/14/2022
127133,198115,463,PGH  WESTINGHOUSE HIGH SCHOOL  POOL,1101 N MURTLAND AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15208,40.46100758,-79.90117323,POOLS (INDOOR),2022-02-15T09:00:00,2022-02-16T09:29:00,INITIAL INSPECTION,t,1,WILSON ANGELA,2.4,3,0.2,0.2,,,7.4,7.4,,580,t,t,f,t,t,t,2/17/2022
127135,198149,2521,PGH OLIVER HS POOL,2323 BRIGHTON ROAD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.46443339,-80.02450103,POOLS (INDOOR),2022-02-17T14:00:00,2022-02-18T14:30:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,2.5,,2.5,,,,7.4,7.4,,418,t,t,t,t,t,t,2/22/2022
127138,198637,1393,HYATT HOUSE SOUTHSIDE WORKS - POOL,2795 S WATER STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15203,40.42828512,-79.96392123,POOLS (INDOOR),2022-03-23T11:15:00,2022-03-23T11:45:00,INITIAL INSPECTION,t,1,WOLFE CURRIER,1.8,,0.2,,,,7.2,,,250,t,t,t,t,t,t,5/23/2023
127143,199623,1470,SHERATON STATION SQ HOTEL POOL,300 W STATION SQUARE DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.43498703,-80.00699072,POOLS (INDOOR),2022-05-24T11:25:00,2022-05-26T12:00:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,6.6,6.6,0.8,0.8,,,7.2,7.2,,,t,t,f,t,t,t,
127146,199753,7341,HYATT REGENCY PGH INT'L AIRPORT / POOL,1111 AIRPORT  BOULEVARD,Po Box  12420,Findlay Township,Pittsburgh,Allegheny County,PA,15231,40.49635703,-80.25991025,POOLS (INDOOR),2022-06-07T09:20:00,2022-06-07T09:45:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,,,,,10,,,,,55,t,t,f,t,t,f,6/8/2022
127148,199787,2302,WOODBRIDGE CONDO POOL,100 CLUBHOUSE LANE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.51533813,-79.99036775,POOL (CONDO OUTDOOR),2022-06-07T09:00:00,2022-06-08T09:45:00,FOLLOW UP INSPECTION,t,5,NOBBS SCOTT,1,1,0,0,,,7.4,7.2,<50,250,t,t,t,t,t,t,6/22/2022
127153,199911,748,COMFORT INN PITTSBURGH EAST POOL,699 RODI ROAD,,Wilkins Township,PITTSBURGH,Allegheny County,PA,15235,40.44329575,-79.82655393,POOLS (INDOOR),2022-06-14T11:30:00,2022-06-15T11:40:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,12/14/2022
127154,198967,2307,CLUB JULIAN SPA,101 CORBETT COURT,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.54776197,-80.0195882,SPA/HOT TUB (INDOOR),2022-04-14T09:20:00,2022-04-15T09:40:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,3,,0.6,,,,7.4,,,80,t,t,t,t,t,t,5/26/2022
127155,198989,1098,MCKNIGHT HOTEL - HOT TUB,4575 MCKNIGHT ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.50452415,-80.01036738,SPA/HOT TUB (INDOOR),2022-04-13T09:00:00,2022-04-18T09:45:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.2,,0.2,,,,7,,,,t,t,t,t,f,t,4/26/2022
127159,199081,1349,LA FITNESS #40333 ,6425 PENN AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,40.45736561,-79.9170012,POOLS (INDOOR),2022-04-21T11:10:00,2022-04-21T11:14:00,INITIAL INSPECTION,f,1,WILSON ANGELA,,,,,,,,,,,t,t,t,t,t,t,4/22/2022
127160,199087,1964,ATRIUM CONDO,307 S DITHRIDGE STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.44543484,-79.95005254,POOL (CONDO INDOOR),2022-04-21T14:00:00,2022-04-21T14:20:00,INITIAL INSPECTION,t,1,WILSON ANGELA,2.8,,0.6,,,,7.4,,,85,t,t,f,t,t,t,2/6/2023
127161,199131,2003,JEWISH COMMUNITY CENTER TRAINING POOL,5738 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.43766873,-79.92390396,POOLS (INDOOR),2022-04-25T13:15:00,2022-04-26T13:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2.6,,0,,,,7.4,,,100,t,t,t,t,t,t,4/26/2022
127162,199133,2004,JEWISH COMMUNITY CENTER WOMEN'S SPA,5738 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.43766873,-79.92390396,SPA/HOT TUB (INDOOR),2022-04-25T13:30:00,2022-04-26T13:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3,,0,,,,7.6,,,60,t,t,t,t,t,t,4/26/2022
127166,199931,1298,YMCA THELMA LOVETTE INDOOR POOL,2114 CENTRE AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.44454421,-79.97785943,POOLS (INDOOR),2022-06-14T14:00:00,2022-06-15T15:00:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,2.8,2.8,0.2,0.2,0,0,7.4,7.4,,,t,t,f,t,t,t,6/16/2022
127168,199945,2244,ACCORD PARK POOL / AVONWORTH POOL,498 CAMP HORN ROAD,,Kilbuck Township,PITTSBURGH,Allegheny County,PA,15237,,,POOLS (OUTDOOR),2022-06-15T13:15:00,2022-06-16T14:15:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,1.5,1.5,1.5,1.5,,,7.6,7.6,,450,t,t,t,t,t,t,6/23/2022
127169,199947,8796,GLASSHOUSE OF PITTSBURGH POOL ,160 E STATION SQUARE  DRIVE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.43236118,-80.00198027,POOLS (OUTDOOR),2022-06-15T11:00:00,2022-06-16T12:45:00,FOLLOW UP INSPECTION,t,2,CONLEY FAON,4.6,4.6,0,0,,,7.4,7.4,,90,t,f,t,t,f,f,6/20/2022
127170,199948,4184,HYATT HOUSE / SHADYSIDE POOL,5335 BAUM  BOULEVARD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15224,40.4569195,-79.93910387,POOLS (INDOOR),2022-06-13T11:00:00,2022-06-16T11:47:00,INITIAL INSPECTION,f,1,TIJANI ISSA,3,3,0.2,0.2,,,7.4,7.3,,55,t,t,t,t,t,t,6/16/2022
127175,200028,2257,MCCANDLESS SWIM CLUB POOL,8300 THOMPSON RUN  ROAD,,McCandless,PITTSBURGH,Allegheny County,PA,15237,,,POOLS (OUTDOOR),2022-06-17T13:15:00,2022-06-20T13:40:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,2.8,3.8,0.2,0,,,7.2,7.2,<30,500,t,t,t,t,t,t,6/21/2022
127176,200040,553,AVALON POOL,708 NEW BRIGHTON ROAD,,Avalon,PITTSBURGH,Allegheny County,PA,15202,40.5046898,-80.06480715,POOLS (OUTDOOR),2022-06-20T14:00:00,2022-06-21T15:00:00,INITIAL INSPECTION,t,1,LAURIA D. ANTHONY,3,3,3,3,,,7.6,7.6,,571,t,t,f,t,t,t,7/18/2022
127177,197652,1409,WYNDHAM GRAND PITTSBURGH - POOL,600 COMMONWEALTH PLACE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.44174089,-80.00640882,POOLS (INDOOR),2021-12-28T11:30:00,2022-01-14T11:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,12/28/2021
127178,197716,1943,RIVERS CLUB / INDOOR POOL,301 GRANT STREET,Ste 411,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.43800708,-79.99861019,POOLS (INDOOR),2022-01-19T14:00:00,2022-01-19T14:15:00,FOLLOW UP INSPECTION,t,2,MURPHY COLLEEN,,,,,,,,,,,t,t,f,t,t,t,1/19/2022
127179,197995,807,PGH BAXTER STUDENT ACHIEVEMENT CENTER POOL,925 BRUSHTON AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15208,40.45636212,-79.88839509,POOLS (SCHOOLS),2022-02-09T09:00:00,2022-02-09T09:29:00,INITIAL INSPECTION,t,1,WILSON ANGELA,2.2,2.2,0,0,,,7.6,7.6,,170,t,t,t,t,t,t,8/25/2023
127180,198078,2156,PLUM SENIOR HIGH SCHOOL POOL,900 ELICKER ROAD,,Plum,PITTSBURGH,Allegheny County,PA,15239,40.50742041,-79.76665136,POOLS (SCHOOLS),2022-02-10T09:00:00,2022-02-14T09:40:00,INITIAL INSPECTION,t,1,WILSON ANGELA,4.6,4.2,0.2,0.2,,,7.4,7.4,,110,t,t,t,t,t,t,3/3/2022
127183,198187,2134,JOHN H LINTON MIDDLE SCHOOL POOL,250 ASTER STREET,,Penn Hills,PITTSBURGH,Allegheny County,PA,15235,40.48164712,-79.81262325,POOLS (SCHOOLS),2022-02-22T09:00:00,2022-02-22T09:52:00,INITIAL INSPECTION,t,1,WILSON ANGELA,2.2,2.4,0,0,,,7.4,7.4,,729.92,t,t,f,t,t,t,5/4/2022
